longitude,latitude,significance,magnitudo,year,month,day,hour
-118.862,37.5738333,45.0,1.71,1990,2,27,2
-118.9321667,37.6403333,83.0,2.32,1990,2,27,3
-118.9275,37.6441667,3.0,0.47,1990,2,27,3
-118.9353333,37.6393333,36.0,1.53,1990,2,27,3
-83.236,33.282,68.0,2.1,1990,2,27,3
-118.9256667,37.646,11.0,0.86,1990,2,27,3
-111.0761667,44.6401667,6.0,0.6,1990,2,27,3
71.448,36.457,369.0,4.9,1990,2,27,3
-111.0673333,44.6475,6.0,0.61,1990,2,27,3
-118.3705,37.493,10.0,0.79,1990,2,27,3
-122.8065,38.8528333,14.0,0.94,1990,2,27,3
-111.0715,44.6471667,2.0,0.33,1990,2,27,3
-111.0665,44.6458333,8.0,0.73,1990,2,27,4
-118.853,37.5753333,30.0,1.4,1990,2,27,4
-111.0753333,44.6395,52.0,1.84,1990,2,27,4
-118.9286667,37.6473333,11.0,0.84,1990,2,27,4
-111.0671667,44.6436667,12.0,0.9,1990,2,27,4
-118.9311667,37.6453333,23.0,1.21,1990,2,27,4
-111.068,44.6438333,0.0,0.09,1990,2,27,4
-111.0775,44.645,0.0,0.15,1990,2,27,4
-118.9323333,37.6406667,3.0,0.47,1990,2,27,4
-111.0801667,44.6415,1.0,0.29,1990,2,27,4
-111.0736667,44.643,33.0,1.47,1990,2,27,4
-118.9333333,37.6448333,32.0,1.44,1990,2,27,4
-121.737,37.0071667,2.0,0.36,1990,2,27,4
-118.9343333,37.6426667,48.0,1.76,1990,2,27,4
-111.0645,44.6518333,4.0,0.54,1990,2,27,4
-122.7776667,38.798,6.0,0.62,1990,2,27,4
-111.071,44.6436667,3.0,0.43,1990,2,27,4
-111.0621667,44.6435,21.0,1.16,1990,2,27,4
-118.9353333,37.6396667,63.0,2.03,1990,2,27,4
-118.933,37.6268333,22.0,1.2,1990,2,27,4
-122.7983333,38.8315,42.0,1.66,1990,2,27,5
-118.9278333,37.6458333,47.0,1.74,1990,2,27,5
-118.9051667,37.6365,6.0,0.63,1990,2,27,5
-118.8605,37.5728333,12.0,0.89,1990,2,27,5
94.741,4.373,234.0,3.9,1990,2,27,5
-111.0756667,44.6418333,15.0,0.99,1990,2,27,5
-118.4226667,37.544,10.0,0.82,1990,2,27,5
-117.84,33.631,64.0,2.04,1990,2,27,5
-118.7478333,37.4625,25.0,1.27,1990,2,27,5
-111.0663333,44.6428333,7.0,0.68,1990,2,27,5
-121.249,36.6356667,9.0,0.77,1990,2,27,5
141.233,-3.243,199.0,3.6,1990,2,27,5
-118.9415,37.6596667,10.0,0.81,1990,2,27,5
-111.0706667,44.6408333,1.0,0.27,1990,2,27,6
-111.063,44.6516667,6.0,0.62,1990,2,27,6
-117.991,35.756,39.0,1.59,1990,2,27,6
-122.811,38.8151667,24.0,1.26,1990,2,27,6
-118.8571667,37.573,6.0,0.63,1990,2,27,6
-118.9295,37.6423333,22.0,1.19,1990,2,27,6
-118.9301667,37.6418333,20.0,1.14,1990,2,27,6
-118.9291667,37.6436667,43.0,1.67,1990,2,27,7
-122.8096667,38.8341667,70.0,2.14,1990,2,27,7
-122.777,38.832,17.0,1.04,1990,2,27,7
-122.8108333,38.8346667,23.0,1.22,1990,2,27,7
-118.9331667,37.6451667,7.0,0.68,1990,2,27,7
-118.9316667,37.648,6.0,0.65,1990,2,27,7
-118.9545,37.6573333,23.0,1.22,1990,2,27,7
-155.1495,19.3245,20.0,1.15,1990,2,27,8
-111.0675,44.6408333,17.0,1.05,1990,2,27,8
-111.0711667,44.6346667,10.0,0.81,1990,2,27,8
-121.3388333,36.8963333,11.0,0.83,1990,2,27,8
153.775,-4.382,369.0,4.9,1990,2,27,8
-118.9361667,37.6393333,14.0,0.95,1990,2,27,8
-122.831,38.8283333,26.0,1.3,1990,2,27,8
-118.9305,37.6481667,7.0,0.69,1990,2,27,8
-122.7791667,38.7908333,12.0,0.88,1990,2,27,9
-118.9523333,37.6441667,12.0,0.87,1990,2,27,9
21.821,38.06,148.0,3.1,1990,2,27,9
-118.8836667,37.6658333,4.0,0.54,1990,2,27,9
-118.928,37.6415,38.0,1.58,1990,2,27,9
-118.9293333,37.6443333,8.0,0.72,1990,2,27,9
-121.1513333,36.6203333,7.0,0.68,1990,2,27,9
-64.141,-17.159,536.0,5.9,1990,2,27,9
-118.9405,37.647,31.0,1.42,1990,2,27,9
-119.0916667,37.6475,20.0,1.14,1990,2,27,9
-155.2193333,19.2801667,34.0,1.48,1990,2,27,9
-111.0745,44.6403333,21.0,1.17,1990,2,27,9
-122.6255,38.3573333,74.0,2.2,1990,2,27,9
-121.692,36.9595,28.0,1.34,1990,2,27,9
-122.8153333,38.8308333,12.0,0.9,1990,2,27,9
-123.3061667,39.4291667,37.0,1.56,1990,2,27,10
86.87,31.357,259.0,4.1,1990,2,27,10
-118.777,33.931,44.0,1.7,1990,2,27,10
-118.9301667,37.648,8.0,0.71,1990,2,27,10
-118.9323333,37.6458333,23.0,1.22,1990,2,27,10
-118.9068333,37.634,17.0,1.05,1990,2,27,10
-121.9033333,37.1286667,14.0,0.94,1990,2,27,10
-118.9298333,37.6478333,17.0,1.04,1990,2,27,10
-118.932,37.646,17.0,1.06,1990,2,27,10
-118.9318333,37.6456667,17.0,1.05,1990,2,27,10
-118.9745,37.6766667,9.0,0.77,1990,2,27,11
-118.928,37.6468333,17.0,1.04,1990,2,27,11
-118.9296667,37.6481667,42.0,1.65,1990,2,27,11
-118.9295,37.6488333,16.0,1.03,1990,2,27,11
-118.9315,37.648,22.0,1.2,1990,2,27,11
-118.8793333,37.6605,17.0,1.05,1990,2,27,11
-118.9335,37.6416667,10.0,0.8,1990,2,27,11
-118.93,37.6441667,17.0,1.04,1990,2,27,11
-118.9326667,37.6415,10.0,0.81,1990,2,27,11
-118.933,37.6485,4.0,0.51,1990,2,27,11
-118.929,37.6481667,24.0,1.24,1990,2,27,11
-118.9285,37.6481667,31.0,1.42,1990,2,27,11
22.08,38.13,148.0,3.1,1990,2,27,11
-118.9315,37.6483333,21.0,1.18,1990,2,27,11
-118.9326667,37.6425,40.0,1.61,1990,2,27,11
-118.9315,37.6478333,3.0,0.46,1990,2,27,11
-118.8003333,37.6856667,12.0,0.87,1990,2,27,11
-118.9576667,37.653,3.0,0.43,1990,2,27,12
-116.444,33.512,8.0,0.72,1990,2,27,12
-118.9233333,37.6428333,11.0,0.84,1990,2,27,12
-111.0783333,44.6461667,23.0,1.21,1990,2,27,12
-118.9346667,37.6423333,29.0,1.37,1990,2,27,12
-118.9316667,37.6463333,4.0,0.48,1990,2,27,12
-121.7003333,37.4228333,13.0,0.91,1990,2,27,12
-175.276,51.296,369.0,4.9,1990,2,27,12
-118.9331667,37.645,19.0,1.1,1990,2,27,12
-118.9353333,37.646,3.0,0.47,1990,2,27,12
-118.933,37.6456667,73.0,2.18,1990,2,27,12
-121.7818333,36.9916667,13.0,0.92,1990,2,27,12
-118.9278333,37.6458333,16.0,1.03,1990,2,27,12
126.669,-8.641,312.0,4.5,1990,2,27,13
-122.784,38.8056667,31.0,1.41,1990,2,27,13
-106.588,33.953,234.0,3.9,1990,2,27,13
-118.9226667,37.639,4.0,0.48,1990,2,27,13
-118.9428333,37.648,4.0,0.48,1990,2,27,13
-118.9238333,37.6466667,10.0,0.8,1990,2,27,13
-111.0756667,44.6471667,21.0,1.17,1990,2,27,13
-118.9248333,37.647,21.0,1.16,1990,2,27,13
-122.776,38.7993333,12.0,0.87,1990,2,27,13
-118.8761667,37.6116667,4.0,0.51,1990,2,27,13
-122.7808333,38.7896667,21.0,1.16,1990,2,27,13
-121.6436667,37.262,4.0,0.53,1990,2,27,14
-118.414,35.7,23.0,1.21,1990,2,27,14
-111.0768333,44.6398333,26.0,1.29,1990,2,27,14
-122.7861667,38.8375,12.0,0.89,1990,2,27,14
-116.442,33.518,47.0,1.75,1990,2,27,14
-111.0753333,44.655,12.0,0.89,1990,2,27,14
-111.0635,44.6736667,10.0,0.8,1990,2,27,14
-111.079,44.6483333,18.0,1.09,1990,2,27,14
-118.3473333,37.5118333,2.0,0.4,1990,2,27,14
-111.078,44.6436667,21.0,1.18,1990,2,27,14
-111.0766667,44.6431667,27.0,1.32,1990,2,27,14
-118.9298333,37.6473333,4.0,0.48,1990,2,27,14
126.97,10.291,354.0,4.8,1990,2,27,14
-111.064,44.6503333,6.0,0.63,1990,2,27,14
-111.0716667,44.6476667,10.0,0.82,1990,2,27,14
-118.933,37.639,38.0,1.57,1990,2,27,14
-118.9296667,37.6425,20.0,1.13,1990,2,27,14
-111.079,44.6465,22.0,1.19,1990,2,27,14
-118.9311667,37.6476667,4.0,0.48,1990,2,27,14
-111.0738333,44.6463333,6.0,0.61,1990,2,27,14
-111.0666667,44.6415,14.0,0.97,1990,2,27,14
-118.9296667,37.6461667,53.0,1.85,1990,2,27,14
130.236,-8.336,340.0,4.7,1990,2,27,14
-118.9291667,37.6471667,4.0,0.48,1990,2,27,14
-118.9323333,37.6453333,10.0,0.79,1990,2,27,14
-111.0723333,44.639,53.0,1.86,1990,2,27,14
-118.9316667,37.6488333,20.0,1.15,1990,2,27,15
-118.9321667,37.6481667,19.0,1.1,1990,2,27,15
-111.0718333,44.6403333,14.0,0.95,1990,2,27,15
-111.0493333,44.6525,18.0,1.09,1990,2,27,15
-118.9313333,37.6478333,6.0,0.64,1990,2,27,15
-111.0683333,44.6408333,30.0,1.4,1990,2,27,15
-122.8243333,38.8395,58.0,1.95,1990,2,27,15
-118.9306667,37.6458333,4.0,0.49,1990,2,27,15
-118.9225,37.6465,15.0,0.99,1990,2,27,15
-121.028,40.1293333,79.0,2.26,1990,2,27,15
124.803,9.823,385.0,5.0,1990,2,27,15
-111.0738333,44.6435,18.0,1.09,1990,2,27,15
-111.0748333,44.6436667,17.0,1.05,1990,2,27,16
26.736,-26.872,326.0,4.6,1990,2,27,16
-122.7998333,38.8031667,39.0,1.6,1990,2,27,17
-121.8255,37.494,47.0,1.75,1990,2,27,17
-120.4326667,37.9376667,25.0,1.27,1990,2,27,17
-118.8613333,37.526,26.0,1.3,1990,2,27,17
-117.3,34.62,62.0,2.0,1990,2,27,18
-155.4408333,19.4736667,83.0,2.32,1990,2,27,18
-118.9253333,37.6438333,11.0,0.84,1990,2,27,18
-122.1013333,37.326,38.0,1.58,1990,2,27,18
-118.4613333,37.6453333,6.0,0.65,1990,2,27,19
-118.9283333,37.6625,10.0,0.81,1990,2,27,19
-118.9398333,37.6451667,3.0,0.47,1990,2,27,19
-115.0,33.06,57.0,1.93,1990,2,27,19
-112.5928333,41.9225,57.0,1.92,1990,2,27,19
-118.8686667,37.5646667,4.0,0.53,1990,2,27,19
-155.4013333,19.9181667,78.0,2.25,1990,2,27,19
-119.6843333,35.9768333,73.0,2.18,1990,2,27,20
129.102,-1.799,385.0,5.0,1990,2,27,20
-111.0606667,44.6453333,13.0,0.93,1990,2,27,20
-111.0715,44.6441667,32.0,1.45,1990,2,27,20
-111.065,44.6425,15.0,0.99,1990,2,27,20
-111.0651667,44.645,27.0,1.33,1990,2,27,20
-122.8065,38.804,17.0,1.05,1990,2,27,20
-122.806,38.8071667,9.0,0.76,1990,2,27,20
-111.0586667,44.6455,28.0,1.34,1990,2,27,21
-111.0648333,44.6475,23.0,1.21,1990,2,27,21
-111.0658333,44.6418333,20.0,1.13,1990,2,27,21
-111.0643333,44.644,16.0,1.01,1990,2,27,21
-111.0775,44.6435,28.0,1.36,1990,2,27,21
-166.897,52.013,432.0,5.3,1990,2,27,21
-118.9871667,37.61,12.0,0.87,1990,2,27,21
-118.9255,37.632,4.0,0.52,1990,2,27,22
-111.081,44.6468333,17.0,1.04,1990,2,27,22
-119.0168333,37.6211667,4.0,0.5,1990,2,27,22
-122.1868333,46.2143333,12.0,0.9,1990,2,27,22
-118.42,35.148,46.0,1.73,1990,2,27,22
-117.68,35.03,60.0,1.98,1990,2,27,23
-118.929,37.6456667,21.0,1.17,1990,2,27,23
-118.9293333,37.642,21.0,1.18,1990,2,27,23
-118.9165,37.6431667,3.0,0.41,1990,2,27,23
-118.3343333,37.5136667,5.0,0.59,1990,2,27,23
-118.9271667,37.6493333,10.0,0.81,1990,2,28,0
-118.9261667,37.6468333,16.0,1.03,1990,2,28,0
-121.3321667,36.6986667,8.0,0.72,1990,2,28,0
-116.433,33.511,11.0,0.83,1990,2,28,0
-118.8771667,37.6258333,9.0,0.76,1990,2,28,0
-121.6513333,36.9915,15.0,1.0,1990,2,28,0
-118.931,37.6411667,57.0,1.92,1990,2,28,0
-118.9276667,37.646,10.0,0.8,1990,2,28,0
-118.888,37.5896667,14.0,0.97,1990,2,28,0
-112.3085,38.1605,81.0,2.29,1990,2,28,1
-118.9298333,37.6446667,4.0,0.49,1990,2,28,1
-152.689,59.733,68.0,2.1,1990,2,28,1
-118.9248333,37.6455,25.0,1.27,1990,2,28,1
-120.4085,36.239,15.0,1.0,1990,2,28,2
-121.846,37.12,13.0,0.91,1990,2,28,2
-68.743,-21.257,369.0,4.9,1990,2,28,2
-118.9323333,37.6468333,12.0,0.88,1990,2,28,2
-121.8241667,37.4985,14.0,0.97,1990,2,28,2
22.043,40.303,188.0,3.5,1990,2,28,2
-111.0811667,44.6441667,18.0,1.09,1990,2,28,2
-123.413,39.6995,21.0,1.16,1990,2,28,2
-118.101,35.692,47.0,1.74,1990,2,28,3
-122.1776667,46.2033333,2.0,0.4,1990,2,28,3
-118.4603333,37.588,13.0,0.93,1990,2,28,3
-116.443,33.517,52.0,1.83,1990,2,28,3
-122.797,38.8291667,30.0,1.4,1990,2,28,3
-122.8,38.8245,12.0,0.89,1990,2,28,3
-122.7783333,38.7906667,19.0,1.11,1990,2,28,3
129.097,-2.535,234.0,3.9,1990,2,28,4
-148.818,62.8637,81.0,2.3,1990,2,28,4
-152.4618,62.5473,158.0,3.2,1990,2,28,4
-122.2383333,46.3446667,35.0,1.5,1990,2,28,4
-121.6606667,36.9196667,15.0,1.0,1990,2,28,4
-122.7848333,38.8335,27.0,1.32,1990,2,28,4
-122.7918333,38.8261667,12.0,0.89,1990,2,28,5
-118.9223333,37.6038333,10.0,0.8,1990,2,28,5
-121.8678333,38.0361667,60.0,1.98,1990,2,28,6
-121.5761667,36.954,19.0,1.11,1990,2,28,6
-122.779,38.8035,17.0,1.05,1990,2,28,6
-116.145,33.273,9.0,0.76,1990,2,28,7
-121.6833333,36.9408333,12.0,0.89,1990,2,28,7
-118.8671667,37.6308333,4.0,0.48,1990,2,28,7
-111.0796667,44.646,31.0,1.42,1990,2,28,8
-111.0811667,44.644,24.0,1.24,1990,2,28,8
-111.076,44.6538333,28.0,1.34,1990,2,28,8
-111.067,44.6475,22.0,1.2,1990,2,28,8
-111.0728333,44.645,20.0,1.14,1990,2,28,8
-111.0741667,44.6431667,23.0,1.22,1990,2,28,8
-111.0693333,44.6425,27.0,1.33,1990,2,28,8
-121.957,37.2291667,24.0,1.24,1990,2,28,8
-111.0698333,44.6433333,20.0,1.13,1990,2,28,8
-117.729,35.955,14.0,0.97,1990,2,28,9
-121.229,36.6201667,74.0,2.19,1990,2,28,9
-155.785,19.2748333,54.0,1.87,1990,2,28,9
-118.8655,37.5883333,3.0,0.45,1990,2,28,9
-118.9301667,37.6476667,16.0,1.03,1990,2,28,10
-118.9291667,37.6446667,15.0,0.99,1990,2,28,10
-118.9308333,37.644,54.0,1.88,1990,2,28,10
-118.9361667,37.6283333,17.0,1.04,1990,2,28,10
-118.9163333,37.6276667,4.0,0.49,1990,2,28,10
-118.9296667,37.6476667,10.0,0.8,1990,2,28,10
-118.9301667,37.6458333,30.0,1.39,1990,2,28,10
-118.9305,37.6468333,21.0,1.16,1990,2,28,10
-120.882,36.0538333,4.0,0.49,1990,2,28,10
-118.9306667,37.6491667,2.0,0.4,1990,2,28,10
-121.4041667,35.801,68.0,2.1,1990,2,28,10
-118.9298333,37.647,10.0,0.82,1990,2,28,10
-122.9791667,38.7905,16.0,1.02,1990,2,28,10
-118.9361667,37.6478333,3.0,0.46,1990,2,28,10
-118.9313333,37.6483333,4.0,0.51,1990,2,28,11
-124.433,40.3676667,104.0,2.6,1990,2,28,11
-118.9888333,37.6445,7.0,0.68,1990,2,28,11
-118.9286667,37.6285,4.0,0.48,1990,2,28,11
-121.8573333,37.0935,9.0,0.75,1990,2,28,11
-118.9318333,37.6461667,4.0,0.48,1990,2,28,11
-119.0138333,37.6215,6.0,0.65,1990,2,28,11
-118.9303333,37.643,84.0,2.33,1990,2,28,11
-118.9303333,37.6473333,12.0,0.87,1990,2,28,11
-118.93,37.6566667,10.0,0.8,1990,2,28,11
-118.9278333,37.6463333,36.0,1.52,1990,2,28,11
-118.9311667,37.6463333,62.0,2.01,1990,2,28,11
-118.9321667,37.6481667,26.0,1.31,1990,2,28,11
-118.9328333,37.6473333,10.0,0.8,1990,2,28,11
-118.9338333,37.6445,19.0,1.1,1990,2,28,11
-118.9316667,37.6465,4.0,0.48,1990,2,28,11
-118.4886667,37.6088333,14.0,0.97,1990,2,28,11
13.783,43.054,112.0,2.7,1990,2,28,11
-121.8436667,36.9545,31.0,1.43,1990,2,28,12
-118.9315,37.6463333,17.0,1.04,1990,2,28,12
-118.9313333,37.6478333,9.0,0.78,1990,2,28,12
-118.9318333,37.6473333,30.0,1.4,1990,2,28,12
13.699,43.067,222.0,3.8,1990,2,28,12
-118.9321667,37.6436667,97.0,2.51,1990,2,28,12
-118.9353333,37.6411667,3.0,0.47,1990,2,28,12
-118.9293333,37.6425,27.0,1.32,1990,2,28,12
123.727,6.791,326.0,4.6,1990,2,28,12
-118.933,37.6445,26.0,1.31,1990,2,28,12
-118.9331667,37.6466667,9.0,0.78,1990,2,28,12
-121.6878333,37.5571667,23.0,1.21,1990,2,28,12
-118.9291667,37.6478333,21.0,1.18,1990,2,28,12
-118.9285,37.645,32.0,1.45,1990,2,28,12
-118.9283333,37.6433333,12.0,0.87,1990,2,28,12
-118.9278333,37.6411667,46.0,1.73,1990,2,28,12
-152.1833,62.008,15.0,1.0,1990,2,28,12
-118.928,37.6446667,61.0,1.99,1990,2,28,12
-118.9276667,37.6491667,12.0,0.9,1990,2,28,13
-118.446,37.5658333,188.0,3.5,1990,2,28,13
-118.9276667,37.644,45.0,1.71,1990,2,28,13
-118.9338333,37.6441667,3.0,0.47,1990,2,28,13
-60.764,15.638,129.0,2.9,1990,2,28,13
-1.016,42.99,271.0,4.2,1990,2,28,13
-119.002,37.6546667,60.0,1.98,1990,2,28,13
-155.2485,19.2951667,58.0,1.94,1990,2,28,13
-118.9398333,37.5925,10.0,0.81,1990,2,28,13
-118.9296667,37.6475,14.0,0.94,1990,2,28,13
-118.9276667,37.6461667,11.0,0.86,1990,2,28,13
-118.9415,37.6505,24.0,1.25,1990,2,28,13
-118.93,37.6461667,30.0,1.4,1990,2,28,13
-118.93,37.6446667,8.0,0.71,1990,2,28,13
-118.931,37.645,77.0,2.24,1990,2,28,13
-121.8238333,37.0078333,22.0,1.2,1990,2,28,13
-118.9296667,37.6448333,37.0,1.56,1990,2,28,13
-118.9285,37.6465,38.0,1.58,1990,2,28,13
-116.045,33.157,9.0,0.77,1990,2,28,13
-118.9288333,37.6438333,10.0,0.82,1990,2,28,14
-69.55,-33.188,222.0,3.8,1990,2,28,14
-118.9298333,37.6403333,59.0,1.96,1990,2,28,14
-118.928,37.6438333,17.0,1.04,1990,2,28,14
-118.9323333,37.645,16.0,1.03,1990,2,28,14
-122.1863333,46.2096667,19.0,1.1,1990,2,28,14
-118.9323333,37.6468333,3.0,0.47,1990,2,28,14
-122.1918333,46.2121667,2.0,0.4,1990,2,28,15
-155.2845,19.3928333,85.0,2.35,1990,2,28,15
-119.397,38.3785,81.0,2.29,1990,2,28,15
11.423,44.057,81.0,2.3,1990,2,28,15
-121.622,36.8928333,41.0,1.63,1990,2,28,15
-118.929,37.6481667,4.0,0.48,1990,2,28,15
-118.9283333,37.6486667,4.0,0.48,1990,2,28,15
16.65,50.68,211.0,3.7,1990,2,28,15
-118.9305,37.646,10.0,0.79,1990,2,28,15
-118.4528333,37.5745,4.0,0.5,1990,2,28,15
-118.928,37.6458333,19.0,1.1,1990,2,28,15
-118.9291667,37.6408333,13.0,0.93,1990,2,28,15
-118.9333333,37.6476667,10.0,0.82,1990,2,28,15
-118.9296667,37.6431667,100.0,2.55,1990,2,28,15
-118.9366667,37.656,13.0,0.93,1990,2,28,15
-118.9293333,37.648,36.0,1.53,1990,2,28,15
-118.7593333,37.5456667,15.0,0.99,1990,2,28,15
-118.929,37.646,17.0,1.04,1990,2,28,16
-118.9298333,37.6493333,3.0,0.46,1990,2,28,16
126.636,8.99,416.0,5.2,1990,2,28,16
-118.9311667,37.647,24.0,1.24,1990,2,28,16
-118.9325,37.6485,9.0,0.76,1990,2,28,16
-155.6868333,19.1506667,27.0,1.32,1990,2,28,16
-118.9301667,37.647,11.0,0.83,1990,2,28,16
-122.7766667,38.827,23.0,1.22,1990,2,28,16
-118.9315,37.6475,17.0,1.05,1990,2,28,16
-123.423,39.6871667,48.0,1.77,1990,2,28,16
-118.9306667,37.6461667,27.0,1.32,1990,2,28,16
-155.5013333,19.2135,82.0,2.31,1990,2,28,16
-118.9306667,37.6473333,18.0,1.09,1990,2,28,16
-118.9295,37.6465,3.0,0.47,1990,2,28,16
-118.929,37.6198333,11.0,0.83,1990,2,28,16
-118.919,37.639,5.0,0.56,1990,2,28,16
-118.9295,37.646,30.0,1.4,1990,2,28,16
-121.8388333,37.1131667,8.0,0.73,1990,2,28,17
-118.8173333,37.634,36.0,1.53,1990,2,28,17
-111.083,44.6413333,18.0,1.09,1990,2,28,17
-118.9331667,37.647,11.0,0.86,1990,2,28,17
-121.5598333,37.1585,21.0,1.16,1990,2,28,17
-122.9458333,39.4981667,41.0,1.63,1990,2,28,17
-118.931,37.6466667,30.0,1.4,1990,2,28,17
-118.9306667,37.646,38.0,1.57,1990,2,28,17
-118.9341667,37.6275,8.0,0.73,1990,2,28,17
-147.4818,65.7798,39.0,1.6,1990,2,28,17
-111.0845,44.6436667,18.0,1.08,1990,2,28,17
-118.9271667,37.6421667,15.0,0.98,1990,2,28,17
-115.906,31.657,172.0,3.34,1990,2,28,17
-118.3561667,37.4576667,42.0,1.66,1990,2,28,17
-120.429,37.9176667,21.0,1.18,1990,2,28,17
-118.364,37.457,30.0,1.39,1990,2,28,17
-118.9276667,37.644,14.0,0.94,1990,2,28,17
-118.3985,37.434,10.0,0.81,1990,2,28,17
-122.1028333,37.3265,38.0,1.57,1990,2,28,17
-118.9318333,37.6418333,5.0,0.59,1990,2,28,17
166.313,-15.482,400.0,5.1,1990,2,28,18
-118.9276667,37.6481667,11.0,0.86,1990,2,28,18
-111.0703333,44.643,21.0,1.16,1990,2,28,18
-118.8205,37.6343333,45.0,1.71,1990,2,28,18
-118.9315,37.6466667,18.0,1.09,1990,2,28,18
-118.9298333,37.6438333,3.0,0.47,1990,2,28,18
-118.9348333,37.6381667,4.0,0.49,1990,2,28,18
-111.455,39.2251667,52.0,1.83,1990,2,28,18
-111.0771667,44.643,38.0,1.58,1990,2,28,18
-118.9325,37.6496667,4.0,0.51,1990,2,28,18
-121.968,40.4261667,43.0,1.67,1990,2,28,18
-120.9806667,36.4003333,24.0,1.26,1990,2,28,18
-118.9278333,37.6438333,10.0,0.81,1990,2,28,19
-118.9651667,37.6533333,11.0,0.86,1990,2,28,19
-156.511,19.5973333,36.0,1.54,1990,2,28,19
-118.3775,37.4853333,26.0,1.29,1990,2,28,19
-118.9286667,37.645,21.0,1.16,1990,2,28,19
-118.9001667,37.632,4.0,0.48,1990,2,28,19
-111.0436667,44.6428333,12.0,0.89,1990,2,28,19
-118.9348333,37.6501667,17.0,1.06,1990,2,28,19
-118.9168333,37.6376667,12.0,0.89,1990,2,28,19
-122.8173333,38.8091667,7.0,0.69,1990,2,28,19
-118.9286667,37.642,10.0,0.79,1990,2,28,19
-118.9295,37.6371667,8.0,0.73,1990,2,28,19
-118.9406667,37.6601667,12.0,0.89,1990,2,28,19
-118.9308333,37.6366667,16.0,1.03,1990,2,28,19
-118.9308333,37.6408333,11.0,0.83,1990,2,28,19
-118.9268333,37.6396667,11.0,0.83,1990,2,28,20
-117.68,35.03,50.0,1.8,1990,2,28,20
34.107,-13.969,400.0,5.1,1990,2,28,20
-121.689,37.559,18.0,1.09,1990,2,28,20
-121.9185,37.0936667,14.0,0.95,1990,2,28,20
-117.704,34.139,208.0,3.68,1990,2,28,20
-118.8783333,37.6346667,41.0,1.63,1990,2,28,20
-118.8771667,37.6376667,18.0,1.07,1990,2,28,20
-119.0251667,37.6526667,4.0,0.5,1990,2,28,20
33.934,-13.645,340.0,4.7,1990,2,28,20
-111.0741667,44.65,17.0,1.04,1990,2,28,20
-111.1316667,44.6576667,1.0,0.27,1990,2,28,20
-122.1183333,46.6535,44.0,1.7,1990,2,28,20
-117.703,34.139,63.0,2.03,1990,2,28,21
-122.7993333,38.8418333,8.0,0.74,1990,2,28,21
-111.072,44.6451667,3.0,0.41,1990,2,28,21
-111.0681667,44.6423333,13.0,0.92,1990,2,28,21
-79.765,2.71,354.0,4.8,1990,2,28,21
-122.8108333,38.8251667,23.0,1.22,1990,2,28,21
-122.812,38.827,30.0,1.39,1990,2,28,21
-122.8003333,38.8005,9.0,0.76,1990,2,28,21
143.052,21.711,259.0,4.1,1990,2,28,21
-121.094,36.5923333,19.0,1.12,1990,2,28,21
-155.3243333,19.2081667,68.0,2.11,1990,2,28,21
-118.929,37.647,64.0,2.04,1990,2,28,22
-119.0511667,37.4761667,19.0,1.11,1990,2,28,22
-118.9311667,37.6516667,15.0,0.99,1990,2,28,22
-118.933,37.6498333,24.0,1.25,1990,2,28,22
-147.8137,64.8672,8.0,0.7,1990,2,28,22
-118.9323333,37.6498333,23.0,1.22,1990,2,28,22
-118.9076667,37.6486667,11.0,0.84,1990,2,28,22
-118.9261667,37.6448333,32.0,1.44,1990,2,28,22
-118.3718333,37.661,20.0,1.14,1990,2,28,22
-118.9358333,37.6488333,15.0,0.98,1990,2,28,22
34.063,-13.852,369.0,4.9,1990,2,28,22
-118.9333333,37.6538333,19.0,1.11,1990,2,28,22
-118.9313333,37.6785,10.0,0.8,1990,2,28,22
-118.9283333,37.6218333,4.0,0.52,1990,2,28,22
-118.9316667,37.6505,36.0,1.53,1990,2,28,22
-118.9278333,37.6425,43.0,1.67,1990,2,28,22
-118.9266667,37.645,23.0,1.23,1990,2,28,22
-122.7528333,38.7826667,26.0,1.3,1990,2,28,22
-118.672,37.5011667,25.0,1.27,1990,2,28,22
-118.586,35.262,44.0,1.7,1990,2,28,23
-117.5,33.85,56.0,1.91,1990,2,28,23
-119.0433333,37.5526667,38.0,1.58,1990,2,28,23
-121.1063333,36.6505,20.0,1.13,1990,2,28,23
-60.413,15.867,104.0,2.6,1990,2,28,23
153.866,-6.363,271.0,4.2,1990,2,28,23
-118.9326667,37.6453333,35.0,1.51,1990,2,28,23
-121.2806667,36.8075,63.0,2.03,1990,2,28,23
-118.9306667,37.6468333,22.0,1.19,1990,2,28,23
-117.697,34.144,467.0,5.51,1990,2,28,23
-117.717,34.133,140.0,3.02,1990,2,28,23
-117.717,34.133,125.0,2.85,1990,2,28,23
-117.66,34.229,63.0,2.02,1990,2,28,23
-117.714,34.135,95.0,2.49,1990,2,28,23
-117.707,34.134,92.0,2.45,1990,2,28,23
-117.706,34.154,44.0,1.7,1990,2,28,23
-117.708,34.136,113.0,2.71,1990,2,28,23
-122.0813333,37.3175,15.0,0.98,1990,2,28,23
-117.701,34.145,66.0,2.07,1990,2,28,23
-118.9336667,37.647,42.0,1.66,1990,3,1,0
-118.9336667,37.647,42.0,1.66,1990,3,1,0
-117.717,34.133,70.0,2.13,1990,3,1,0
